url,min_price,actual_price
https://www.amazon.com.mx/Graco%C2%AE-ModesTM-Adventure-Stroller-Acadia/dp/B09NPMH9G6/ref=pd_ci_mcx_mh_mcx_views_0_image?pd_rd_w=L6gZZ&content-id=amzn1.sym.4e985a8e-25df-4e29-ba65-668f42e115a8%3Aamzn1.symc.40e6a10e-cbc4-4fa5-81e3-4435ff64d03b&pf_rd_p=4e985a8e-25df-4e29-ba65-668f42e115a8&pf_rd_r=R6ATH6N3Y6KT8H9N65HM&pd_rd_wg=UjtXh&pd_rd_r=727db127-3a8a-4cdf-80d0-e257966558f4&pd_rd_i=B09NPMH9G6&th=1,6567.54,6567.54
